"2030","A08AA05","MAZINDOL","28:20.00","ANOREXIGENIC AGENTS & RESPIRATORY AND CNS STIMULANTS","",""
"52142","M04AA01","ALLOPURINOL","92:16.00","ANTIGOUT AGENTS","",""
"52143","M04AA01","ALLOPURINOL","92:16.00","ANTIGOUT AGENTS","",""
"52144","C03BA04","CHLORTALIDONE","40:28.24","THIAZIDE-LIKE DIURETICS","",""
"52145","C03BA04","CHLORTALIDONE","40:28.24","THIAZIDE-LIKE DIURETICS","",""
"52210","M04AB02","SULFINPYRAZONE","40:40.00","URICOSURIC AGENTS","",""
"52211","M04AB02","SULFINPYRAZONE","40:40.00","URICOSURIC AGENTS","",""
"52212","C02AB01","METHYLDOPA (LEVOROTATORY)","24:08.16","CENTRAL ALPHA-AGONISTS","",""
"52213","C02AB01","METHYLDOPA (LEVOROTATORY)","24:08.16","CENTRAL ALPHA-AGONISTS","",""
"52214","C02AB01","METHYLDOPA (LEVOROTATORY)","24:08.16","CENTRAL ALPHA-AGONISTS","",""
"52215","C03AA03","HYDROCHLOROTHIAZIDE","40:28.20","THIAZIDE DIURETICS","",""
"52216","C03AA03","HYDROCHLOROTHIAZIDE","40:28.20","THIAZIDE DIURETICS","",""
"52217","C03AA03","HYDROCHLOROTHIAZIDE","40:28.20","THIAZIDE DIURETICS","",""
"52219","N05CD01","FLURAZEPAM","28:24.08","BENZODIAZEPINES","",""
"52220","N05CD01","FLURAZEPAM","28:24.08","BENZODIAZEPINES","",""
"52231","N05AB06","TRIFLUOPERAZINE","28:16.08.24","PHENOTHIAZINES","",""
"52232","N05AB06","TRIFLUOPERAZINE","28:16.08.24","PHENOTHIAZINES","",""
"52233","N05AB06","TRIFLUOPERAZINE","28:16.08.24","PHENOTHIAZINES","",""
"52234","N05AB06","TRIFLUOPERAZINE","28:16.08.24","PHENOTHIAZINES","",""
"52235","A12BA01","POTASSIUM CHLORIDE","","","",""
"52236","N05BA04","OXAZEPAM","28:24.08","BENZODIAZEPINES","",""
"52237","N05BA04","OXAZEPAM","28:24.08","BENZODIAZEPINES","",""
"52238","N05BA04","OXAZEPAM","28:24.08","BENZODIAZEPINES","",""
"52239","N05BA01","DIAZEPAM","28:24.08","BENZODIAZEPINES","",""
"52241","N05BA01","DIAZEPAM","28:24.08","BENZODIAZEPINES","",""
"52243","N05BA01","DIAZEPAM","28:24.08","BENZODIAZEPINES","",""
"52244","C03CA01","FUROSEMIDE","40:28.08","LOOP DIURETICS","",""
"52245","C03CA01","FUROSEMIDE","40:28.08","LOOP DIURETICS","",""
"52246","M01AA03","OXYPHENBUTAZONE","28:08.04.92","OTHER NONSTEROIDAL ANTIIMFLAMMATORY AGENTS","",""
"52247","N03AF01","CARBAMAZEPINE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"52248","J04AC01","ISONIAZID","08:16.04","ANTITUBERCULOSIS AGENTS","",""
"53869","J01DB04","CEFAZOLIN","08:12.06.04","FIRST GENERATION CEPHALOSPORINS","",""
"53870","J01DB04","CEFAZOLIN","08:12.06.04","FIRST GENERATION CEPHALOSPORINS","",""
"53871","J01DB04","CEFAZOLIN","08:12.06.04","FIRST GENERATION CEPHALOSPORINS","",""
"59716","J01FA01","ERYTHROMYCIN","08:12.12.04","ERYTHROMYCINS","",""
"59717","J01FA01","ERYTHROMYCIN","08:12.12.04","ERYTHROMYCINS","",""
"60032","D01AC01","CLOTRIMAZOLE","84:04.08.08","AZOLES","",""
"60044","C08CA05","NIFEDIPINE","24:28.08","DIHYDROPYRIDINES","",""
"60045","C08CA05","NIFEDIPINE","24:28.08","DIHYDROPYRIDINES","",""
"60089","A11BA","MULTIVITAMINS, PLAIN","88:28.00","MULTIVITAMIN PREPARATIONS","",""
"60181","M02AC","PREPARATIONS WITH SALICYLIC ACID DERIVATIVES","28:08.04.24","SALICYLATES","",""
"60219","A09AC02","MULTIENZYMES AND ACID PREPARATIONS","56:16.00","DIGESTANTS","",""
"60300","S01GA51","NAPHAZOLINE, COMBINATIONS","52:32.00","VASOCONSTRICTORS","",""
"60300","S01GA51","NAPHAZOLINE, COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES","",""
"60343","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"60362","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"60472","J01CA04","AMOXICILLIN","08:12.16.08","AMINOPENICILLINS","",""
"60652","N01BA20","COMBINATIONS,OF ANESTHETICS","52:16.00","LOCAL ANESTHETICS","",""
"60695","J02AC01","FLUCONAZOLE","08:14.08","AZOLES","",""
"60709","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"60908","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"60909","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"60955","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"61054","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"61054","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","04:04.04","ETHANOLAMINE DERIVATIVES","",""
"61198","D08AC04","HEXAMIDINE","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"61211","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:08.00","ANTITUSSIVES","",""
"61211","R05FA02","OPIUM DERIVATIVES AND EXPECTORANTS","48:16.00","EXPECTORANTS","",""
"61408","A11AA","MULTIVITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS","",""
"61668","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"61731","C07AA07","SOTALOL","24:24.00","BETA-ADRENERGIC BLOCKING AGENTS","",""
"61962","S01ED52","BETAXOLOL, COMBINATIONS","52:40.08","BETA-ADRENERGIC AGENTS","",""
"61962","S01ED52","BETAXOLOL, COMBINATIONS","52:40.20","MIOTICS","",""
"62000","D02AF","SALICYLIC ACID PREPARATIONS","84:28.00","KERATOLYTIC AGENTS","",""
"62020","G04BE01","ALPROSTADIL","24:12.92","MISCELLANEOUS VASODILATATING AGENTS","",""
"62148","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"62188","N06BC01","CAFFEINE","28:20.32","Respiratory and CNS Stimulants","",""
"62265","A10BA02","METFORMIN","68:20.04","BIGUANIDES","",""
"62266","R05CA03","GUAIFENESIN","48:16.00","EXPECTORANTS","",""
"62351","D02AF","SALICYLIC ACID PREPARATIONS","84:28.00","KERATOLYTIC AGENTS","",""
"62400","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"62493","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES","",""
"62494","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES","",""
"62515","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES","",""
"62535","R05DA09","DEXTROMETHORPHAN","48:08.00","ANTITUSSIVES","",""
"62569","D11AX11","HYDROQUINONE","84:50.04","DEPIGMENTING AGENTS","",""
"62843","A11AA","MULTIVITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS","",""
"62874","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"62875","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"62876","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"62904","A11CC03","ALFACALCIDOL","88:16.00","VITAMIN D","",""
"62913","C01EB09","UBIDECARENONE","88:30.00*","OTHER NUTRITIONAL AGENTS","",""
"62935","A11EX","VITAMIN B-COMPLEX, OTHER COMBINATIONS","88:28.00","MULTIVITAMIN PREPARATIONS","",""
"63057","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"63058","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"63061","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"63062","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"63063","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"63064","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"63065","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"63076","N06AB04","CITALOPRAM","28:16.04.20","SELECTIVE-SEROTONIN REUPTAKE INHIBITORS","",""
"63096","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"63097","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"63239","D06AX09","MUPIROCIN","84:04.04","ANTIBIOTICS","",""
"63318","N05AG02","PIMOZIDE","28:16.08.92","MISCELLANEOUS ANTIPSYCHOTICS","",""
"63364","D01AE15","TERBINAFINE","84:04.08.04","ALLYLAMINES","",""
"63391","M02AC","PREPARATIONS WITH SALICYLIC ACID DERIVATIVES","28:08.04.24","SALICYLATES","",""
"63453","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"63473","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"63474","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"63502","N05CM09","VALERIANAE RADIX","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"63566","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"63574","D01AE18","TOLNAFTATE","84:04.08.40","THIOCARBAMATES","",""
"63675","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS","",""
"63682","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS","",""
"63683","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS","",""
"63794","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"63879","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"63896","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"63897","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"64005","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"64006","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"64095","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"64098","M02AC","PREPARATIONS WITH SALICYLIC ACID DERIVATIVES","28:08.04.24","SALICYLATES","",""
"64105","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"64124","V06DB","FAT/CARBOHYDRATES/PROTEINS/MINERALS/VITAMINS, COMB","88:30.00*","OTHER NUTRITIONAL AGENTS","",""
"64127","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"64137","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES","",""
"64138","N02BE51","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS","48:08.00","ANTITUSSIVES","",""
"64171","J01DB05","CEFADROXIL","08:12.06.04","FIRST GENERATION CEPHALOSPORINS","",""
"64240","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"64283","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"64284","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"64328","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"64541","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"64543","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"64545","R06AB04","CHLORPHENIRAMINE","04:04.20","PROPYLAMINE DERIVATIVES","",""
"64772","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"64848","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"64849","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"64850","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"64851","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"64896","R05X","Other cold preparations","48:01.00*","OTHER COLD AND COUGH PREPARATIONS","",""
"64958","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"64987","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"65028","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"65033","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS","",""
"65034","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS","",""
"65139","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"65143","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"65224","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"65261","R03BB01","IPRATROPIUM BROMIDE","12:08.08","ANTIMUSCARINICS ANTISPASMODICS","",""
"65262","R03BB01","IPRATROPIUM BROMIDE","12:08.08","ANTIMUSCARINICS ANTISPASMODICS","",""
"65263","R03BB01","IPRATROPIUM BROMIDE","12:08.08","ANTIMUSCARINICS ANTISPASMODICS","",""
"65264","R03BB01","IPRATROPIUM BROMIDE","12:08.08","ANTIMUSCARINICS ANTISPASMODICS","",""
"65321","M02AC","PREPARATIONS WITH SALICYLIC ACID DERIVATIVES","28:08.04.24","SALICYLATES","",""
"65322","N02BA01","ACETYLSALICYLIC ACID","28:08.04.24","SALICYLATES","",""
"65421","R05DA09","DEXTROMETHORPHAN","48:08.00","ANTITUSSIVES","",""
"65456","N04AC01","BENZATROPINE","28:36.08","ANTICHOLINERGIC AGENTS","",""
"65480","D01AE15","TERBINAFINE","84:04.08.04","ALLYLAMINES","",""
"65481","D01AE15","TERBINAFINE","84:04.08.04","ALLYLAMINES","",""
"65492","J01CA04","AMOXICILLIN","08:12.16.08","AMINOPENICILLINS","",""
"65493","J01CA04","AMOXICILLIN","08:12.16.08","AMINOPENICILLINS","",""
"65693","","","92:01.00*","HERBS AND NATURAL PRODUCTS","",""
"65698","M03BA53","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS","28:08.04.24","SALICYLATES","",""
"65698","M03BA53","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS","12:20.04","CENTRALLY ACTING SKELETAL MUSCLE RELAXANTS","",""
"65699","M03BA53","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS","28:08.04.24","SALICYLATES","",""
"65699","M03BA53","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS","12:20.04","CENTRALLY ACTING SKELETAL MUSCLE RELAXANTS","",""
"65930","D08AE04","TRICLOSAN","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES","",""
"66132","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"66456","V01AA02","GRASS POLLEN","92:05.00*","ALLERGENIC EXTRACTS","",""
"66458","V01AA02","GRASS POLLEN","92:05.00*","ALLERGENIC EXTRACTS","",""
"66460","V01AA02","GRASS POLLEN","92:05.00*","ALLERGENIC EXTRACTS","",""
"66462","V01AA02","GRASS POLLEN","92:05.00*","ALLERGENIC EXTRACTS","",""
"66464","V01AA02","GRASS POLLEN","92:05.00*","ALLERGENIC EXTRACTS","",""
"66545","S02CA02","FLUMETASONE AND ANTIINFECTIVES","52:04.04","ANTIBACTERIALS","",""
"66545","S02CA02","FLUMETASONE AND ANTIINFECTIVES","52:08.08","CORTICOSTEROIDS","",""
"66695","N05BB01","HYDROXYZINE","28:24.92","MISCELLANEOUS ANXIOLYTICS SEDATIVES AND HYPNOTICS","",""
"66742","N03AF01","CARBAMAZEPINE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"66743","N03AF01","CARBAMAZEPINE","28:12.92","MISCELLANEOUS ANTICONVULSANTS","",""
"66903","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"66904","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"66905","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"66970","N07AA01","NEOSTIGMINE","12:04.00","PARASYMPATHOMEMETIC (CHOLINERGIC) AGENTS","",""
"66971","N07AA01","NEOSTIGMINE","12:04.00","PARASYMPATHOMEMETIC (CHOLINERGIC) AGENTS","",""
"67107","J01CA04","AMOXICILLIN","08:12.16.08","AMINOPENICILLINS","",""
"67108","J01CA04","AMOXICILLIN","08:12.16.08","AMINOPENICILLINS","",""
"67200","S01XA20","ARTIFICIAL TEARS AND OTHER INDIFFERENT PREPARATIONS.","52:12.00","CONTACT LENS SOLUTIONS","",""
"67231","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67283","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS","",""
"67390","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)","",""
"67442","J06BA01","IMMUNOGLOBULINS, NORMAL HUMAN, FOR EXTRAVASC. ADM","80:04.00","SERUMS","",""
"67443","A11DA01","THIAMINE (VIT B1)","88:08.00","VITAMIN B COMPLEX","",""
